filename,width,height,class,xmin,ymin,xmax,ymax
ball_8838.jpg,18,20,red,0,0,18,20
ball_8354.jpg,17,19,red,0,0,17,19
ball_14324.jpg,19,19,green,0,0,19,19
ball_4198.jpg,18,21,blue,0,0,18,21
ball_4981.jpg,18,19,white,0,0,18,19
ball_8788.jpg,19,21,red,0,0,19,21
ball_6552.jpg,24,23,red,0,0,24,23
ball_361.jpg,22,26,white,0,0,22,26
ball_4574.jpg,19,17,red,0,0,19,17
ball_14318.jpg,17,17,green,0,0,17,17
ball_13239.jpg,19,19,black,0,0,19,19
ball_9208.jpg,20,22,brown,0,0,20,22
ball_1269.jpg,21,22,white,0,0,21,22
ball_9485.jpg,20,20,white,0,0,20,20
ball_12551.jpg,16,16,blue,0,0,16,16
ball_8358.jpg,17,19,red,0,0,17,19
ball_8439.jpg,24,23,white,0,0,24,23
ball_12332.jpg,15,18,brown,0,0,15,18
ball_11572.jpg,19,22,brown,0,0,19,22
ball_3985.jpg,21,22,white,0,0,21,22
ball_11427.jpg,17,19,white,0,0,17,19
ball_11971.jpg,18,21,white,0,0,18,21
ball_12333.jpg,18,19,white,0,0,18,19
ball_3664.jpg,19,20,red,0,0,19,20
ball_6335.jpg,20,21,white,0,0,20,21
ball_10152.jpg,20,19,brown,0,0,20,19
ball_7156.jpg,22,23,red,0,0,22,23
ball_6288.jpg,20,21,red,0,0,20,21
ball_13763.jpg,18,18,black,0,0,18,18
ball_1695.jpg,22,22,white,0,0,22,22
ball_1017.jpg,19,17,white,0,0,19,17
ball_11786.jpg,21,21,brown,0,0,21,21
ball_14244.jpg,17,17,blue,0,0,17,17
ball_14163.jpg,18,18,black,0,0,18,18
ball_7202.jpg,21,21,red,0,0,21,21
ball_7497.jpg,17,16,white,0,0,17,16
ball_8578.jpg,17,19,red,0,0,17,19
ball_9132.jpg,22,22,brown,0,0,22,22
ball_13965.jpg,16,16,blue,0,0,16,16
ball_6348.jpg,21,22,red,0,0,21,22
ball_13934.jpg,16,16,green,0,0,16,16
ball_15854.jpg,17,17,green,0,0,17,17
ball_9061.jpg,23,23,white,0,0,23,23
ball_6669.jpg,20,21,white,0,0,20,21
ball_16467.jpg,19,19,black,0,0,19,19
ball_1008.jpg,21,21,black,0,0,21,21
ball_12120.jpg,16,17,brown,0,0,16,17
ball_16210.jpg,17,17,green,0,0,17,17
ball_820.jpg,20,21,pink,0,0,20,21
ball_7210.jpg,20,21,red,0,0,20,21
ball_8295.jpg,23,22,white,0,0,23,22
ball_6575.jpg,22,22,white,0,0,22,22
ball_9637.jpg,18,22,white,0,0,18,22
ball_10553.jpg,18,19,white,0,0,18,19
ball_10746.jpg,18,21,red,0,0,18,21
ball_15367.jpg,16,16,black,0,0,16,16
ball_9121.jpg,23,21,white,0,0,23,21
ball_2931.jpg,20,20,white,0,0,20,20
ball_872.jpg,20,21,pink,0,0,20,21
ball_6546.jpg,22,23,red,0,0,22,23
ball_13108.jpg,17,17,green,0,0,17,17
ball_4285.jpg,17,19,white,0,0,17,19
ball_12447.jpg,16,16,blue,0,0,16,16
ball_7080.jpg,21,21,red,0,0,21,21
ball_9827.jpg,20,21,white,0,0,20,21
ball_1558.jpg,23,22,yellow,0,0,23,22
ball_12766.jpg,16,16,black,0,0,16,16
ball_1932.jpg,19,25,black,0,0,19,25
ball_13724.jpg,18,18,black,0,0,18,18
ball_12316.jpg,15,18,brown,0,0,15,18
ball_9174.jpg,20,22,brown,0,0,20,22
ball_14391.jpg,19,19,black,0,0,19,19
ball_13602.jpg,16,16,black,0,0,16,16
ball_6970.jpg,17,21,red,0,0,17,21
ball_10951.jpg,19,21,white,0,0,19,21
ball_15831.jpg,18,18,green,0,0,18,18
ball_4214.jpg,20,20,blue,0,0,20,20
ball_9035.jpg,19,17,white,0,0,19,17
ball_12275.jpg,17,17,white,0,0,17,17
ball_13116.jpg,17,17,green,0,0,17,17
ball_4019.jpg,20,21,white,0,0,20,21
ball_2911.jpg,20,20,white,0,0,20,20
ball_13006.jpg,17,17,black,0,0,17,17
ball_3459.jpg,20,19,white,0,0,20,19
ball_2715.jpg,20,20,white,0,0,20,20
ball_15003.jpg,16,16,blue,0,0,16,16
ball_8503.jpg,20,19,white,0,0,20,19
ball_12507.jpg,16,16,black,0,0,16,16
ball_15644.jpg,19,19,black,0,0,19,19
ball_13351.jpg,17,17,black,0,0,17,17
ball_1133.jpg,20,22,white,0,0,20,22
ball_7464.jpg,21,20,red,0,0,21,20
ball_3005.jpg,20,20,white,0,0,20,20
ball_13162.jpg,16,16,black,0,0,16,16
ball_14.jpg,20,20,red,0,0,20,20
ball_15764.jpg,16,16,black,0,0,16,16
ball_2719.jpg,20,20,white,0,0,20,20
ball_14437.jpg,18,18,blue,0,0,18,18
ball_11601.jpg,16,18,white,0,0,16,18
ball_14527.jpg,18,18,black,0,0,18,18
ball_14412.jpg,17,17,blue,0,0,17,17
ball_12003.jpg,18,20,white,0,0,18,20
ball_16188.jpg,16,16,blue,0,0,16,16
ball_11854.jpg,19,21,brown,0,0,19,21
ball_6646.jpg,22,25,red,0,0,22,25
ball_5863.jpg,18,18,white,0,0,18,18
ball_9171.jpg,23,22,white,0,0,23,22
ball_10916.jpg,18,21,red,0,0,18,21
ball_7825.jpg,19,21,white,0,0,19,21
ball_3143.jpg,26,25,white,0,0,26,25
ball_6302.jpg,21,21,red,0,0,21,21
ball_8611.jpg,20,19,white,0,0,20,19
ball_6343.jpg,20,18,white,0,0,20,18
ball_8898.jpg,19,21,red,0,0,19,21
ball_6991.jpg,19,18,white,0,0,19,18
ball_14355.jpg,16,16,green,0,0,16,16
ball_16364.jpg,18,17,green,0,0,18,17
ball_1422.jpg,23,22,yellow,0,0,23,22
ball_225.jpg,22,26,white,0,0,22,26
ball_4322.jpg,18,21,blue,0,0,18,21
ball_8433.jpg,24,23,white,0,0,24,23
ball_2171.jpg,17,14,white,0,0,17,14
ball_6110.jpg,19,22,red,0,0,19,22
ball_12973.jpg,19,19,blue,0,0,19,19
ball_14604.jpg,17,17,blue,0,0,17,17
ball_15185.jpg,18,18,black,0,0,18,18
ball_13769.jpg,16,16,black,0,0,16,16
ball_1881.jpg,22,22,white,0,0,22,22
ball_13672.jpg,17,17,blue,0,0,17,17
ball_11968.jpg,18,19,brown,0,0,18,19
ball_15279.jpg,18,18,blue,0,0,18,18
ball_7899.jpg,19,21,white,0,0,19,21
ball_2807.jpg,20,20,white,0,0,20,20
ball_10767.jpg,17,19,white,0,0,17,19
ball_15404.jpg,18,18,green,0,0,18,18
ball_12310.jpg,15,18,brown,0,0,15,18
ball_645.jpg,19,20,white,0,0,19,20
ball_10823.jpg,17,19,white,0,0,17,19
ball_5914.jpg,20,21,red,0,0,20,21
ball_3418.jpg,22,24,brown,0,0,22,24
ball_7967.jpg,22,23,white,0,0,22,23
ball_4196.jpg,17,20,blue,0,0,17,20
ball_1421.jpg,21,22,white,0,0,21,22
ball_1636.jpg,21,20,black,0,0,21,20
ball_12080.jpg,15,18,brown,0,0,15,18
ball_8019.jpg,22,23,white,0,0,22,23
ball_7683.jpg,19,21,white,0,0,19,21
ball_4531.jpg,18,22,white,0,0,18,22
ball_9553.jpg,18,22,white,0,0,18,22
ball_13229.jpg,16,16,blue,0,0,16,16
ball_4220.jpg,19,19,blue,0,0,19,19
ball_6028.jpg,20,20,red,0,0,20,20
ball_9440.jpg,20,22,brown,0,0,20,22
ball_8762.jpg,18,19,red,0,0,18,19
ball_4835.jpg,17,17,white,0,0,17,17
ball_7149.jpg,19,19,white,0,0,19,19
ball_15919.jpg,16,16,black,0,0,16,16
ball_3483.jpg,19,19,white,0,0,19,19
ball_12166.jpg,15,18,brown,0,0,15,18
ball_1038.jpg,24,20,black,0,0,24,20
ball_14192.jpg,16,16,green,0,0,16,16
ball_3132.jpg,23,23,brown,0,0,23,23
ball_10661.jpg,17,19,white,0,0,17,19
ball_12289.jpg,17,18,white,0,0,17,18
ball_2407.jpg,15,14,white,0,0,15,14
ball_1514.jpg,23,22,yellow,0,0,23,22
ball_1070.jpg,23,22,black,0,0,23,22
ball_14871.jpg,16,16,green,0,0,16,16
ball_6653.jpg,23,27,white,0,0,23,27
ball_10964.jpg,20,22,red,0,0,20,22
ball_7527.jpg,19,21,white,0,0,19,21
ball_7217.jpg,17,18,white,0,0,17,18
ball_9024.jpg,18,20,red,0,0,18,20
ball_10048.jpg,21,22,brown,0,0,21,22
ball_1922.jpg,20,25,black,0,0,20,25
ball_4421.jpg,19,21,white,0,0,19,21
ball_8908.jpg,18,21,red,0,0,18,21
ball_14083.jpg,17,17,blue,0,0,17,17
ball_16335.jpg,16,16,blue,0,0,16,16
ball_1333.jpg,21,22,white,0,0,21,22
ball_14332.jpg,19,19,green,0,0,19,19
ball_12177.jpg,17,17,white,0,0,17,17
ball_10367.jpg,20,20,white,0,0,20,20
ball_6524.jpg,22,22,red,0,0,22,22
ball_14908.jpg,19,19,blue,0,0,19,19
ball_13090.jpg,16,16,blue,0,0,16,16
ball_15072.jpg,15,16,green,0,0,15,16
ball_7546.jpg,18,19,blue,0,0,18,19
ball_9753.jpg,22,22,white,0,0,22,22
ball_6595.jpg,20,21,white,0,0,20,21
ball_16455.jpg,19,19,black,0,0,19,19
ball_7071.jpg,19,18,white,0,0,19,18
ball_82.jpg,18,20,red,0,0,18,20
ball_15278.jpg,17,17,blue,0,0,17,17
ball_15240.jpg,18,18,green,0,0,18,18
ball_8795.jpg,19,17,white,0,0,19,17
ball_15484.jpg,16,16,blue,0,0,16,16
ball_15658.jpg,17,17,black,0,0,17,17
ball_4257.jpg,17,19,white,0,0,17,19
ball_4998.jpg,18,20,black,0,0,18,20
ball_15761.jpg,18,18,black,0,0,18,18
ball_7541.jpg,19,21,white,0,0,19,21
ball_15691.jpg,19,19,green,0,0,19,19
ball_8927.jpg,19,17,white,0,0,19,17
ball_11112.jpg,20,22,brown,0,0,20,22
ball_16129.jpg,18,18,green,0,0,18,18
ball_10292.jpg,25,24,brown,0,0,25,24
ball_7130.jpg,22,24,red,0,0,22,24
ball_14435.jpg,16,16,blue,0,0,16,16
ball_3748.jpg,19,20,red,0,0,19,20
ball_9698.jpg,19,22,brown,0,0,19,22
ball_524.jpg,20,21,pink,0,0,20,21
ball_2475.jpg,20,20,white,0,0,20,20
ball_10714.jpg,18,21,red,0,0,18,21
ball_3736.jpg,19,20,red,0,0,19,20
ball_13647.jpg,19,19,green,0,0,19,19
ball_1157.jpg,22,20,white,0,0,22,20
ball_2209.jpg,16,13,white,0,0,16,13
ball_12765.jpg,27,27,black,0,0,27,27
ball_7108.jpg,23,18,red,0,0,23,18
ball_12418.jpg,16,16,blue,0,0,16,16
ball_5460.jpg,16,22,black,0,0,16,22
ball_14262.jpg,16,16,blue,0,0,16,16
ball_7198.jpg,21,22,red,0,0,21,22
ball_16248.jpg,16,16,black,0,0,16,16
ball_3428.jpg,22,23,brown,0,0,22,23
ball_4426.jpg,16,19,blue,0,0,16,19
ball_13214.jpg,17,17,blue,0,0,17,17
ball_13670.jpg,19,19,blue,0,0,19,19
ball_11919.jpg,19,23,white,0,0,19,23
ball_7242.jpg,21,22,red,0,0,21,22
ball_14010.jpg,18,18,black,0,0,18,18
ball_13727.jpg,17,17,black,0,0,17,17
ball_12588.jpg,16,16,black,0,0,16,16
ball_14936.jpg,16,16,black,0,0,16,16
ball_6082.jpg,18,20,red,0,0,18,20
ball_16392.jpg,19,19,blue,0,0,19,19
ball_6388.jpg,22,23,red,0,0,22,23
ball_1057.jpg,21,21,white,0,0,21,21
ball_12530.jpg,16,16,green,0,0,16,16
ball_15053.jpg,19,19,black,0,0,19,19
ball_15829.jpg,16,16,green,0,0,16,16
ball_1867.jpg,22,22,white,0,0,22,22
ball_14696.jpg,19,19,black,0,0,19,19
ball_15006.jpg,19,19,blue,0,0,19,19
ball_12330.jpg,15,18,brown,0,0,15,18
ball_12619.jpg,16,16,green,0,0,16,16
ball_2861.jpg,20,20,white,0,0,20,20
ball_2564.jpg,19,20,red,0,0,19,20
ball_7004.jpg,19,21,red,0,0,19,21
ball_9146.jpg,20,22,brown,0,0,20,22
ball_5884.jpg,18,20,red,0,0,18,20
ball_10398.jpg,25,24,brown,0,0,25,24
ball_13188.jpg,23,23,blue,0,0,23,23
ball_12412.jpg,16,16,blue,0,0,16,16
ball_14752.jpg,16,16,blue,0,0,16,16
ball_4221.jpg,18,21,white,0,0,18,21
ball_7347.jpg,17,17,white,0,0,17,17
ball_5513.jpg,20,22,white,0,0,20,22
ball_15693.jpg,17,17,green,0,0,17,17
ball_12441.jpg,16,16,blue,0,0,16,16
ball_4422.jpg,18,18,blue,0,0,18,18
ball_10058.jpg,21,22,brown,0,0,21,22
ball_7470.jpg,21,20,red,0,0,21,20
ball_4397.jpg,19,21,white,0,0,19,21
ball_9805.jpg,20,20,white,0,0,20,20
ball_12417.jpg,16,16,blue,0,0,16,16
ball_15714.jpg,18,18,green,0,0,18,18
ball_15850.jpg,17,17,green,0,0,17,17
ball_11143.jpg,19,22,white,0,0,19,22
ball_1441.jpg,21,22,white,0,0,21,22
ball_14522.jpg,17,17,black,0,0,17,17
ball_12978.jpg,16,16,blue,0,0,16,16
ball_10077.jpg,18,19,white,0,0,18,19
ball_14231.jpg,16,16,blue,0,0,16,16
ball_5747.jpg,20,22,white,0,0,20,22
ball_2185.jpg,15,14,white,0,0,15,14
ball_6052.jpg,19,20,red,0,0,19,20
ball_5051.jpg,21,20,white,0,0,21,20
ball_8888.jpg,19,21,red,0,0,19,21
ball_890.jpg,20,21,pink,0,0,20,21
ball_11183.jpg,20,23,white,0,0,20,23
ball_6431.jpg,21,21,white,0,0,21,21
ball_10163.jpg,23,21,white,0,0,23,21
ball_4393.jpg,19,21,white,0,0,19,21
ball_8008.jpg,23,23,brown,0,0,23,23
ball_12621.jpg,16,16,green,0,0,16,16
ball_9087.jpg,23,23,white,0,0,23,23
ball_14768.jpg,16,16,blue,0,0,16,16
ball_15517.jpg,17,17,blue,0,0,17,17
ball_6305.jpg,19,21,white,0,0,19,21
ball_16198.jpg,17,17,green,0,0,17,17
ball_2618.jpg,19,20,red,0,0,19,20
ball_14004.jpg,16,16,black,0,0,16,16
ball_10726.jpg,18,21,red,0,0,18,21
ball_5203.jpg,21,20,white,0,0,21,20
ball_7935.jpg,19,21,white,0,0,19,21
ball_9666.jpg,19,22,brown,0,0,19,22
ball_620.jpg,20,21,pink,0,0,20,21
ball_3279.jpg,23,24,white,0,0,23,24
ball_8348.jpg,17,19,red,0,0,17,19
ball_5047.jpg,21,20,white,0,0,21,20
ball_5580.jpg,19,20,black,0,0,19,20
ball_13514.jpg,16,16,green,0,0,16,16
ball_15604.jpg,18,18,blue,0,0,18,18
ball_7498.jpg,22,22,red,0,0,22,22
ball_14769.jpg,17,17,blue,0,0,17,17
ball_13780.jpg,19,19,black,0,0,19,19
ball_6645.jpg,23,25,white,0,0,23,25
ball_3883.jpg,21,20,white,0,0,21,20
ball_14410.jpg,26,26,blue,0,0,26,26
ball_16373.jpg,17,17,green,0,0,17,17
ball_9414.jpg,20,22,brown,0,0,20,22
ball_2503.jpg,20,20,white,0,0,20,20
ball_3096.jpg,21,23,brown,0,0,21,23
ball_9492.jpg,20,22,brown,0,0,20,22
ball_385.jpg,22,26,white,0,0,22,26
ball_11267.jpg,19,22,white,0,0,19,22
ball_8711.jpg,19,17,white,0,0,19,17
ball_8277.jpg,23,22,white,0,0,23,22
ball_11894.jpg,17,20,brown,0,0,17,20
ball_16391.jpg,18,18,blue,0,0,18,18
ball_4635.jpg,16,16,white,0,0,16,16
ball_13558.jpg,16,16,blue,0,0,16,16
ball_14286.jpg,16,16,black,0,0,16,16
ball_11567.jpg,16,18,white,0,0,16,18
ball_12337.jpg,17,18,white,0,0,17,18
ball_15978.jpg,16,16,green,0,0,16,16
ball_9.jpg,22,26,white,0,0,22,26
ball_5930.jpg,19,20,red,0,0,19,20
ball_5455.jpg,20,22,white,0,0,20,22
ball_14401.jpg,16,16,black,0,0,16,16
ball_11551.jpg,17,18,white,0,0,17,18
ball_2595.jpg,20,20,white,0,0,20,20
ball_12002.jpg,16,17,brown,0,0,16,17
ball_4419.jpg,19,21,white,0,0,19,21
ball_11031.jpg,22,22,white,0,0,22,22
ball_9821.jpg,20,21,white,0,0,20,21
ball_13620.jpg,16,16,green,0,0,16,16
ball_1599.jpg,21,22,white,0,0,21,22
ball_6269.jpg,20,20,white,0,0,20,20
ball_9569.jpg,18,22,white,0,0,18,22
ball_5749.jpg,20,22,white,0,0,20,22
ball_10656.jpg,18,21,red,0,0,18,21
